division,score,submit_time,team_name,users
武长赛区,4.688,2020/04/12,caoshang311,['caoshang311']
武长赛区,4.7512,2020/04/12,捣乱的,['Janchylz']
武长赛区,4.7714,2020/04/12,聪聪忙忙,['hw29198386']
武长赛区,4.8343,2020/04/12,hw78446253,['hw78446253']
武长赛区,4.9542,2020/04/12,温柔一刀,['dudududududu']
武长赛区,5.0248,2020/04/11,hw48023222,['hw48023222']
武长赛区,5.2722,2020/04/12,jodan_luo,['jodan_luo']
武长赛区,5.3851,2020/04/12,零陵上将邢道荣,"['hnu_zsdd', 'hw10741276', 'hw31629313']"
武长赛区,5.5311,2020/04/10,给大佬们献上一杯卡布奇诺,"['hw12360919', 'hw62934984']"
武长赛区,5.586,2020/04/12,hw07196854,['hw07196854']
武长赛区,5.6959,2020/04/12,武理取闹两憨批,"['ddmm_whut', 'zhanyang666', 'hw64809223']"
武长赛区,6.0632,2020/04/12,hnzsdd,['hnzsdd']
武长赛区,6.4547,2020/04/12,dwtenis,['dwtenis']
武长赛区,6.6065,2020/04/10,关山口小分队,"['arceot', 'hw22448040', 'hw97746814']"
武长赛区,6.711,2020/04/12,银河的火箭队,"['hw77081732', 'hw18390835', 'Ncc-yixi']"
武长赛区,6.971,2020/04/11,天天向上,"['hw06688329', 'hw05335767', 'hw02530443']"
武长赛区,7.0275,2020/04/12,您吃了吗,['Hello___world']
武长赛区,7.7685,2020/04/11,hw67353196,['hw67353196']
武长赛区,7.871,2020/04/12,useless,['hw15921299']
武长赛区,7.9575,2020/04/12,hw77737813,['hw77737813']
武长赛区,9.395,2020/04/10,曹贼休走,"['Polaris_Hsu', 'hw35799334']"
武长赛区,9.492,2020/04/11,zhenxiang,['hw35161382']
武长赛区,9.509,2020/04/12,hw18390437,['hw18390437']
武长赛区,9.564,2020/04/11,hw19262386,['hw19262386']
武长赛区,9.6323,2020/04/10,cabbage,"['yl_hhh', 'hw10645992', 'hw58027983']"
